Division,Calendar_Week,Paid_Views,Organic_Views,Google_Impressions,Email_Impressions,Facebook_Impressions,Affiliate_Impressions,Overall_Views,Sales,month,weekofyear,year,week_sin,week_cos,is_black_friday,is_christmas,is_easter,is_summer_sale,Facebook_Impressions_adstock,Facebook_Impressions_lag_1,Google_Impressions_adstock,Google_Impressions_lag_1,Email_Impressions_adstock,Email_Impressions_lag_1,Affiliate_Impressions_adstock,Affiliate_Impressions_lag_1,Paid_Views_adstock,Paid_Views_lag_1
F,2018-01-27,117,65,103,546399.4967,81567,27909,792,83485,1,4,2018,0.4647231720437685,0.8854560256532099,0,0,0,0,251309.386814467,93071.0,710.0128576190034,651.0,1557946.9693258768,647746.9399,69659.80102236268,24139.0,409.9369878495572,262.0
L,2018-01-27,558,645,753,1070745.029,156755,23289,497,152021,1,4,2018,0.4647231720437685,0.8854560256532099,0,0,0,0,282409.6934072335,81567.0,1108.0064288095018,103.0,1849718.5136629385,546399.4967,58118.90051118134,27909.0,762.9684939247786,117.0
N,2018-01-27,671,505,845,965931.6679,104602,34544,159,130615,1,4,2018,0.4647231720437685,0.8854560256532099,0,0,0,0,245806.84670361676,156755.0,1399.003214404751,753.0,1890790.9247314692,1070745.029,63603.450255590666,23289.0,1052.4842469623893,558.0
D,2018-01-27,832,407,815,1024823.637,179016,44347,998,125557,1,4,2018,0.4647231720437685,0.8854560256532099,0,0,0,0,301919.4233518084,104602.0,1514.5016072023755,845.0,1970219.0993657345,965931.6679,76148.72512779533,34544.0,1358.2421234811945,671.0
U,2018-01-27,194,560,875,400024.4368,75620,17137,8,56715,1,4,2018,0.4647231720437685,0.8854560256532099,0,0,0,0,226579.7116759042,179016.0,1632.2508036011877,815.0,1385133.9864828673,1024823.637,55211.36256389767,44347.0,873.1210617405973,832.0
Q,2018-01-27,128,175,484,772111.6229,128125,34810,280,107117,1,4,2018,0.4647231720437685,0.8854560256532099,0,0,0,0,241414.8558379521,75620.0,1300.1254018005939,875.0,1464678.6161414336,400024.4368,62415.68128194883,17137.0,564.5605308702986,194.0
R,2018-01-27,457,557,297,236935.427,30620,5183,284,67650,1,4,2018,0.4647231720437685,0.8854560256532099,0,0,0,0,151327.42791897606,128125.0,947.0627009002969,484.0,969274.7350707168,772111.6229,36390.84064097442,34810.0,739.2802654351493,128.0
Z,2018-01-27,232,149,64,1121306.43,139465,34921,199,128988,1,4,2018,0.4647231720437685,0.8854560256532099,0,0,0,0,215128.71395948803,30620.0,537.5313504501485,297.0,1605943.7975353585,236935.427,53116.42032048721,5183.0,601.6401327175747,457.0
C,2018-01-27,510,435,196,89058.81906,12224,3441,440,80242,1,4,2018,0.4647231720437685,0.8854560256532099,0,0,0,0,119788.35697974401,139465.0,464.76567522507423,64.0,892030.7178276792,1121306.43,29999.210160243605,34921.0,810.8200663587874,232.0
G,2018-01-27,240,699,67,1002333.624,139000,46947,684,139615,1,4,2018,0.4647231720437685,0.8854560256532099,0,0,0,0,198894.17848987202,12224.0,299.3828376125371,196.0,1448348.9829138396,89058.81906,61946.6050801218,3441.0,645.4100331793936,510.0
M,2018-01-27,178,164,362,554108.4249,82011,25985,260,69606,1,4,2018,0.4647231720437685,0.8854560256532099,0,0,0,0,181458.089244936,139000.0,511.69141880626853,67.0,1278282.9163569198,1002333.624,56958.302540060904,46947.0,500.7050165896968,240.0
W,2018-01-27,69,992,406,594821.0299,65495,27294,328,71202,1,4,2018,0.4647231720437685,0.8854560256532099,0,0,0,0,156224.044622468,82011.0,661.8457094031343,362.0,1233962.4880784599,554108.4249,55773.15127003045,25985.0,319.3525082948484,178.0
M,2018-02-03,281,901,388,541044.1657,47641,19185,999,58938,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,125753.022311234,65495.0,718.9228547015671,406.0,1158025.4097392298,594821.0299,47071.57563501522,27294.0,440.6762541474242,69.0
D,2018-02-03,331,119,937,1001984.694,103723,34536,293,114274,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,166599.51115561702,47641.0,1296.4614273507837,388.0,1580997.398869615,541044.1657,58071.78781750761,19185.0,551.338127073712,281.0
Z,2018-02-03,773,509,233,1095665.449,80376,27728,786,136013,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,163675.7555778085,103723.0,881.2307136753918,937.0,1886164.1484348075,1001984.694,56763.8939087538,34536.0,1048.669063536856,331.0
H,2018-02-03,414,1,333,416810.7293,46515,13945,370,53573,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,128352.87778890425,80376.0,773.6153568376959,233.0,1359892.8035174038,1095665.449,42326.9469543769,27728.0,938.334531768428,773.0
A,2018-02-03,565,284,295,408505.8012,40561,5834,658,56235,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,104737.43889445212,46515.0,681.8076784188479,333.0,1088452.2029587019,416810.7293,26997.47347718845,13945.0,1034.167265884214,414.0
S,2018-02-03,143,930,972,1037884.719,102480,42803,151,184367,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,154848.71944722606,40561.0,1312.903839209424,295.0,1582110.820479351,408505.8012,56301.73673859423,5834.0,660.083632942107,565.0
N,2018-02-03,106,290,726,944546.6825,58439,29464,835,133855,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,135863.35972361302,102480.0,1382.451919604712,972.0,1735602.0927396757,1037884.719,57614.86836929711,42803.0,436.0418164710535,143.0
J,2018-02-03,914,570,534,445441.2869,29879,15245,121,49245,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,97810.67986180651,58439.0,1225.225959802356,726.0,1313242.3332698378,944546.6825,44052.434184648555,29464.0,1132.0209082355268,106.0
T,2018-02-03,850,744,94,153909.196,17174,4721,530,22541,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,66079.33993090325,29879.0,706.612979901178,534.0,810530.3626349189,445441.2869,26747.217092324277,15245.0,1416.0104541177634,914.0
E,2018-02-03,682,963,668,1590339.434,179123,64788,360,301190,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,212162.66996545164,17174.0,1021.306489950589,94.0,1995604.6153174592,153909.196,78161.60854616214,4721.0,1390.0052270588817,850.0
Q,2018-02-03,620,244,572,754273.1554,75916,27730,741,100727,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,181997.33498272582,179123.0,1082.6532449752945,668.0,1752075.4630587297,1590339.434,66810.80427308107,64788.0,1315.0026135294409,682.0
Z,2018-02-03,287,860,349,597782.3976,47924,17173,280,61764,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,138922.6674913629,75916.0,890.3266224876472,572.0,1473820.1291293649,754273.1554,50578.402136540535,27730.0,944.5013067647204,620.0
U,2018-02-03,987,97,197,390550.9889,44693,12595,326,71748,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,114154.33374568145,47924.0,642.1633112438236,349.0,1127461.0534646823,597782.3976,37884.20106827027,17173.0,1459.2506533823603,287.0
X,2018-02-03,706,327,147,441462.0058,30107,9366,873,51071,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,87184.16687284072,44693.0,468.0816556219118,197.0,1005192.5325323411,390550.9889,28308.100534135134,12595.0,1435.6253266911801,987.0
C,2018-02-03,91,622,138,87120.55939,7527,2801,964,76308,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,51119.08343642036,30107.0,372.0408278109559,147.0,589716.8256561705,441462.0058,16955.050267067567,9366.0,808.8126633455901,706.0
G,2018-02-03,326,793,265,979496.3637,83954,36024,612,125905,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,109513.54171821018,7527.0,451.02041390547794,138.0,1274354.776528085,87120.55939,44501.52513353378,2801.0,730.406331672795,91.0
K,2018-02-03,334,451,940,633401.2335,57343,17902,557,68267,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,112099.77085910509,83954.0,1165.510206952739,265.0,1270578.6217640424,979496.3637,40152.76256676689,36024.0,699.2031658363975,326.0
L,2018-02-03,216,647,130,1046582.896,83555,15125,589,209926,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,139604.88542955255,57343.0,712.7551034763695,940.0,1681872.2068820212,633401.2335,35201.381283383445,17902.0,565.6015829181988,334.0
V,2018-02-03,374,936,208,1343447.638,126874,35762,509,165984,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,196676.44271477626,83555.0,564.3775517381848,130.0,2184383.7414410105,1046582.896,53362.69064169172,15125.0,656.8007914590994,216.0
O,2018-02-03,878,793,950,1681485.404,128555,44817,949,205462,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,226893.22135738813,126874.0,1232.1887758690923,208.0,2773677.2747205053,1343447.638,71498.34532084587,35762.0,1206.4003957295497,374.0
W,2018-02-03,345,429,816,581146.1186,39898,19301,747,88706,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,153344.61067869407,128555.0,1432.0943879345461,950.0,1967984.7559602526,1681485.404,55050.17266042293,44817.0,948.2001978647749,878.0
P,2018-02-03,12,639,181,681499.6192,47910,25314,869,83766,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,124582.30533934703,39898.0,897.0471939672731,816.0,1665491.9971801261,581146.1186,52839.08633021147,19301.0,486.1000989323874,345.0
I,2018-02-03,635,807,487,598999.8962,41923,27872,292,70728,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,104214.15266967352,47910.0,935.5235969836365,181.0,1431745.8947900631,681499.6192,54291.54316510573,25314.0,878.0500494661937,12.0
R,2018-02-03,693,432,271,231544.8019,16380,4805,988,57886,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,68487.07633483676,41923.0,738.7617984918182,487.0,947417.7492950315,598999.8962,31950.771582552865,27872.0,1132.0250247330969,635.0
B,2018-02-03,644,949,730,2996176.308,397171,51602,776,477962,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,431414.5381674184,16380.0,1099.3808992459092,271.0,3469885.182647516,231544.8019,67577.38579127644,4805.0,1210.0125123665484,693.0
Y,2018-02-03,887,244,889,326035.8068,27250,10030,749,47459,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,242957.2690837092,397171.0,1438.6904496229545,730.0,2060978.398123758,2996176.308,43818.69289563822,51602.0,1492.0062561832742,644.0
F,2018-02-03,322,548,482,534000.6288,45708,19833,859,82523,2,5,2018,0.5680647467311558,0.8229838658936564,0,0,0,0,167186.6345418546,27250.0,1201.3452248114772,889.0,1564489.827861879,326035.8068,41742.34644781911,10030.0,1068.003128091637,887.0
B,2018-02-10,288,684,974,3187964.067,345807,70150,708,459629,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,429400.3172709273,45708.0,1574.6726124057386,482.0,3970208.9809309393,534000.6288,91021.17322390956,19833.0,822.0015640458186,322.0
Z,2018-02-10,291,389,245,636118.3025,47875,20607,994,55428,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,262575.1586354637,345807.0,1032.3363062028693,974.0,2621222.79296547,3187964.067,66117.58661195479,70150.0,702.0007820229093,288.0
S,2018-02-10,969,137,422,1103693.867,99058,56072,410,128871,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,230345.57931773184,47875.0,938.1681531014347,245.0,2414305.263482735,636118.3025,89130.7933059774,20607.0,1320.0003910114547,291.0
I,2018-02-10,191,110,693,637747.0546,39964,32988,598,67907,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,155136.78965886592,99058.0,1162.0840765507173,422.0,1844899.6863413677,1103693.867,77553.3966529887,56072.0,851.0001955057273,969.0
Q,2018-02-10,856,679,162,802731.6823,75359,32999,531,84427,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,152927.39482943295,39964.0,743.0420382753587,693.0,1725181.5254706838,637747.0546,71775.69832649434,32988.0,1281.5000977528637,191.0
X,2018-02-10,154,711,742,469390.8004,28423,10642,889,55001,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,104886.69741471647,75359.0,1113.5210191376793,162.0,1331981.563135342,802731.6823,46529.84916324717,32999.0,794.7500488764318,856.0
J,2018-02-10,436,292,370,474167.4217,29053,18506,491,49744,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,81496.34870735824,28423.0,926.7605095688397,742.0,1140158.203267671,469390.8004,41770.924581623585,10642.0,833.3750244382159,154.0
E,2018-02-10,714,701,815,1692072.138,186888,78730,508,276954,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,227636.17435367912,29053.0,1278.3802547844198,370.0,2262151.2396338354,474167.4217,99615.46229081179,18506.0,1130.687512219108,436.0
W,2018-02-10,929,242,862,617990.9801,37965,26033,682,63172,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,151783.08717683956,186888.0,1501.19012739221,815.0,1749066.5999169177,1692072.138,75840.7311454059,78730.0,1494.3437561095539,714.0
T,2018-02-10,162,203,338,164304.2356,14800,4103,839,19899,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,90691.54358841978,37965.0,1088.595063696105,862.0,1038837.5355584589,617990.9801,42023.36557270295,26033.0,909.1718780547769,929.0
U,2018-02-10,500,735,893,415453.4395,42935,15494,558,53259,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,88280.7717942099,14800.0,1437.2975318480526,338.0,934872.2072792294,164304.2356,36505.68278635148,4103.0,954.5859390273885,162.0
L,2018-02-10,612,74,598,1114104.863,78367,21205,862,152996,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,122507.38589710495,42935.0,1316.6487659240263,893.0,1581540.9666396147,415453.4395,39457.84139317574,15494.0,1089.2929695136943,500.0
C,2018-02-10,906,611,231,93089.23141,7340,3687,727,48171,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,68593.69294855247,78367.0,889.3243829620131,598.0,883859.7147298073,1114104.863,23415.92069658787,21205.0,1450.6464847568473,612.0
A,2018-02-10,256,330,683,434729.755,36750,8469,691,56347,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,71046.84647427624,7340.0,1127.6621914810066,231.0,876659.6123649037,93089.23141,20176.960348293935,3687.0,981.3232423784236,906.0
G,2018-02-10,206,904,587,1042166.582,77483,46557,478,115974,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,113006.42323713812,36750.0,1150.8310957405033,683.0,1480496.388182452,434729.755,56645.48017414697,8469.0,696.6616211892118,256.0
O,2018-02-10,710,837,791,1788852.271,114054,63340,993,209637,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,170557.21161856907,77483.0,1366.4155478702517,587.0,2529100.4650912257,1042166.582,91662.74008707349,46557.0,1058.330810594606,206.0
P,2018-02-10,165,452,637,724899.7088,46023,28797,221,73332,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,131301.60580928455,114054.0,1320.2077739351257,791.0,1989449.941345613,1788852.271,74628.37004353674,63340.0,694.165405297303,710.0
F,2018-02-10,271,52,237,568430.5224,43596,27029,155,76173,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,109246.80290464227,46023.0,897.1038869675629,637.0,1563155.4930728064,724899.7088,64343.18502176837,28797.0,618.0827026486515,165.0
M,2018-02-10,747,461,203,575578.2082,44745,31095,626,52465,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,99368.40145232114,43596.0,651.5519434837814,237.0,1357155.9547364032,568430.5224,63266.592510884184,27029.0,1056.0413513243257,271.0
R,2018-02-10,876,886,901,246809.7897,14952,6271,987,38385,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,64636.20072616057,44745.0,1226.7759717418908,203.0,925387.7670682016,575578.2082,37904.296255442096,31095.0,1404.0206756621628,747.0
Y,2018-02-10,367,9,293,347742.2621,26244,12143,733,44495,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,58562.10036308029,14952.0,906.3879858709454,901.0,810436.1456341008,246809.7897,31095.148127721048,6271.0,1069.0103378310814,876.0
H,2018-02-10,413,275,158,443161.8754,44874,16641,376,52246,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,74155.05018154014,26244.0,611.1939929354727,293.0,848379.9482170504,347742.2621,32188.574063860524,12143.0,947.5051689155407,367.0
N,2018-02-10,233,139,148,1004184.748,56128,40032,886,114154,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,93205.52509077007,44874.0,453.59699646773635,158.0,1428374.7221085252,443161.8754,56126.28703193026,16641.0,706.7525844577704,413.0
V,2018-02-10,401,37,234,1429981.143,112140,50477,775,154577,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,158742.76254538505,56128.0,460.79849823386814,148.0,2144168.5040542623,1004184.748,78540.14351596513,40032.0,754.3762922288852,233.0
D,2018-02-10,936,1000,104,1065942.117,100467,42332,417,118294,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,179838.38127269252,112140.0,334.3992491169341,234.0,2138026.3690271312,1429981.143,81602.07175798257,50477.0,1313.1881461144426,401.0
Z,2018-02-10,660,3,379,1165445.713,79818,35288,553,107352,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,169737.19063634626,100467.0,546.199624558467,104.0,2234458.8975135656,1065942.117,76089.03587899129,42332.0,1316.5940730572213,936.0
K,2018-02-10,51,779,871,674283.9743,53824,22038,87,77001,2,6,2018,0.6631226582407952,0.7485107481711011,0,0,0,0,138692.59531817312,79818.0,1144.0998122792334,379.0,1791513.4230567827,1165445.713,60082.51793949564,35288.0,709.2970365286106,660.0
I,2018-02-17,279,969,649,931049.9276,113872,31130,444,100065,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,183218.29765908656,53824.0,1221.0499061396167,871.0,1826806.6391283914,674283.9743,61171.258969747825,22038.0,633.6485182643053,51.0
X,2018-02-17,544,750,420,685158.5279,83394,12533,753,79084,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,175003.14882954326,113872.0,1030.5249530698084,649.0,1598561.8474641957,931049.9276,43118.62948487391,31130.0,860.8242591321526,279.0
E,2018-02-17,336,674,274,2470636.927,464654,70188,625,364305,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,552155.5744147716,83394.0,789.2624765349042,420.0,3269917.850732098,685158.5279,91747.31474243695,12533.0,766.4121295660764,544.0
G,2018-02-17,264,518,130,1520487.341,207839,43989,66,159209,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,483916.7872073858,464654.0,524.6312382674521,274.0,3155446.2663660487,2470636.927,89862.65737121848,70188.0,647.2060647830382,336.0
K,2018-02-17,772,481,538,983801.9602,130704,22048,771,110481,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,372662.3936036929,207839.0,800.315619133726,130.0,2561525.0933830244,1520487.341,66979.32868560925,43989.0,1095.603032391519,264.0
Z,2018-02-17,490,353,720,928568.43,113801,23009,999,87439,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,300132.19680184644,130704.0,1120.157809566863,538.0,2209330.9766915124,983801.9602,56498.66434280462,22048.0,1037.8015161957596,772.0
F,2018-02-17,568,205,47,829400.656,113887,24096,775,101404,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,263953.0984009232,113801.0,607.0789047834315,720.0,1934066.1443457562,928568.43,52345.33217140231,23009.0,1086.9007580978798,490.0
C,2018-02-17,500,992,354,134961.7923,19186,3966,195,72861,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,151162.5492004616,113887.0,657.5394523917157,47.0,1101994.8644728782,829400.656,30138.666085701156,24096.0,1043.4503790489398,568.0
N,2018-02-17,426,180,917,1466587.586,162872,45188,240,186763,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,238453.2746002308,19186.0,1245.7697261958579,354.0,2017585.018236439,134961.7923,60257.33304285058,3966.0,947.7251895244699,500.0
P,2018-02-17,6,906,392,1058002.774,124308,32807,660,106171,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,243534.6373001154,162872.0,1014.8848630979289,917.0,2066795.2831182196,1466587.586,62935.666521425286,45188.0,479.86259476223495,426.0
Y,2018-02-17,207,656,337,506872.9576,68402,12228,325,63199,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,190169.3186500577,124308.0,844.4424315489645,392.0,1540270.5991591099,1058002.774,43695.83326071264,32807.0,446.9312973811175,6.0
U,2018-02-17,676,96,943,606798.7998,108872,14906,934,90697,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,203956.65932502886,68402.0,1365.2212157744823,337.0,1376934.0993795549,506872.9576,36753.916630356325,12228.0,899.4656486905587,207.0
M,2018-02-17,631,846,391,841194.861,116848,22555,516,77370,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,218826.32966251444,108872.0,1073.6106078872413,943.0,1529661.9106897775,606798.7998,40931.95831517816,14906.0,1080.7328243452794,676.0
T,2018-02-17,771,11,32,239182.4149,46185,3785,482,34443,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,155598.16483125722,116848.0,568.8053039436206,391.0,1004013.3702448887,841194.861,24250.97915758908,22555.0,1311.3664121726397,631.0
Z,2018-02-17,225,508,639,1702189.849,185419,33811,699,162716,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,263218.0824156286,46185.0,923.4026519718103,32.0,2204196.534122444,239182.4149,45936.48957879454,3785.0,880.6832060863198,771.0
V,2018-02-17,682,618,295,2087329.743,325621,46514,818,233566,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,457230.0412078143,185419.0,756.7013259859052,639.0,3189428.010061222,1702189.849,69482.24478939727,33811.0,1122.34160304316,225.0
H,2018-02-17,944,376,814,646906.8262,109934,15159,253,73268,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,338549.0206039072,325621.0,1192.3506629929525,295.0,2241620.831230611,2087329.743,49900.122394698636,46514.0,1505.17080152158,682.0
R,2018-02-17,327,232,799,359336.6643,44156,6206,159,75538,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,213430.5103019536,109934.0,1395.1753314964762,814.0,1480147.0799153056,646906.8262,31156.061197349318,15159.0,1079.58540076079,944.0
O,2018-02-17,748,126,190,2611121.783,344850,55977,386,279012,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,451565.2551509768,44156.0,887.5876657482381,799.0,3351195.3229576526,359336.6643,71555.03059867465,6206.0,1287.792700380395,327.0
D,2018-02-17,138,157,887,1555413.305,251488,42720,679,156648,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,477270.6275754884,344850.0,1330.793832874119,190.0,3231010.9664788265,2611121.783,78497.51529933733,55977.0,781.8963501901975,748.0
A,2018-02-17,886,56,664,634432.9117,112489,8331,685,81604,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,351124.3137877442,251488.0,1329.3969164370596,887.0,2249938.3949394133,1555413.305,47579.75764966867,42720.0,1276.9481750950988,138.0
B,2018-02-17,302,463,598,4653501.774,1077632,58421,200,725682,2,7,2018,0.7485107481711011,0.6631226582407953,0,0,0,0,1253194.1568938722,112489.0,1262.6984582185298,664.0,5778470.971469707,634432.9117,82210.87882483433,8331.0,940.4740875475494,886.0
